weight_pounds,height_inches,weight,height
128.2705,69.42021,58.30477272727272,176.32733340000001
135.2913,68.94396,61.49604545454545,175.1176584
106.8558,67.9415,48.57081818181818,172.57141
123.2939,65.62505999999999,56.04268181818181,166.68765240000005
109.5143,66.49606999999999,49.77922727272727,168.9000178
119.3087,67.92809,54.23122727272727,172.5373486
140.2402,68.89415,63.74554545454544,174.991141
133.9841,70.241,60.90186363636364,178.41214
132.5807,68.26623000000001,60.26395454545455,173.39622419999995
130.6988,71.23161,59.40854545454546,180.9282894
115.5637,69.09747,52.52895454545454,175.50757380000005
123.7941,64.39693,56.27004545454545,163.5682022
128.1427,71.09585,58.24668181818181,180.583459
135.9646,68.21868,61.8020909090909,173.27544720000003
116.6273,65.91721,53.01240909090909,167.4297134
126.8241,67.4369,57.64731818181818,171.289726
151.3913,73.90106999999999,68.81422727272727,187.7087178
130.4022,69.98149000000001,59.273727272727264,177.7529846
136.2068,69.51862,61.91218181818181,176.5772948
113.3989,65.18437,51.54495454545454,165.5682998
125.3287,68.00869,56.9675909090909,172.7420726
127.5846,68.3384,57.993,173.57953600000002
107.1564,65.18417,48.70745454545455,165.56779179999995
116.4588,68.26209,52.93581818181818,173.38570860000004
133.8402,68.56865,60.836454545454544,174.16437100000005
112.8901,64.49675,51.31368181818181,163.82174500000005
130.7568,68.71053,59.43490909090909,174.52474619999998
137.7571,68.89148,62.61686363636363,174.9843592
125.4036,69.54011,57.00163636363636,176.6318794
138.4659,67.39964,62.93904545454545,171.19508560000003
120.8184,66.47521,54.91745454545454,168.84703340000004
140.1539,66.01217,63.70631818181818,167.6709118
136.7397,72.44434,62.15440909090909,184.0086236
106.1139,64.12642,48.23359090909091,162.88110680000003
158.9562,70.98111999999999,72.25281818181817,180.2920448
108.7868,67.50124,49.44854545454545,171.45314960000002
138.7758,72.01515,63.07990909090909,182.918481
115.9136,65.31143,52.688,165.89103219999998
146.2922,67.07509,66.49645454545454,170.37072859999998
109.8765,64.39148,49.94386363636363,163.5543592
139.0499,69.37003,63.2045,176.19987619999998
119.9001,68.37921,54.50004545454545,173.68319340000002
128.3069,65.31018,58.32131818181818,165.88785719999998
127.2428,67.1369,57.83763636363636,170.527726
115.2306,68.39468000000001,52.37754545454545,173.7224872
124.7975,66.2918,56.72613636363636,168.381172
126.9511,67.1866,57.70504545454545,170.653964
111.2711,65.99155999999999,50.57777272727272,167.61856240000003
122.6089,69.43393,55.73131818181818,176.3621822
124.2084,67.97463,56.45836363636363,172.65556020000002
124.6453,67.76133,56.65695454545455,172.11377819999998
119.5169,65.27864,54.32586363636364,165.8077456
139.2983,73.83364,63.31740909090909,187.5374456
104.8265,66.81312,47.64840909090909,169.7053248
123.0424,66.89411,55.92836363636364,169.91103940000002
118.8923,65.73568,54.04195454545454,166.9686272
121.4939,65.98283,55.22449999999999,167.5963882
119.2488,66.58396,54.20399999999999,169.12325840000003
135.0239,67.11294000000001,61.37449999999999,170.4668676
116.228,65.87481,52.83090909090908,167.32201740000002
109.1731,66.78067,49.62413636363636,169.62290180000002
124.2237,68.73577,56.46531818181818,174.58885580000003
141.1645,66.22666,64.16568181818181,168.21571640000002
129.1501,65.95968,58.70459090909091,167.53758720000005
127.8693,68.58372,58.12240909090909,174.20264880000002
120.9244,66.59347,54.96563636363637,169.14741379999995
127.6466,66.96574,58.02118181818182,170.09297959999998
101.4693,68.08015,46.12240909090909,172.923581
144.9927,70.19025,65.90577272727273,178.28323500000005
110.9523,65.52149,50.43286363636363,166.4245846
132.8625,67.45905,60.39204545454545,171.345987
146.3385,67.40985,66.5175,171.22101899999998
145.5894,69.66158,66.17699999999999,176.9404132
120.8431,65.79799,54.92868181818182,167.1268946
115.7813,66.10558,52.62786363636364,167.90817320000005
128.3019,68.23987,58.31904545454545,173.32926980000002
127.4718,68.02403000000001,57.94172727272727,172.7810362
127.8761,71.39044,58.1255,181.3317176
121.4997,65.7316,55.22713636363636,166.95826399999999
112.7148,66.43358,51.234,168.74129320000003
135.002,70.01309,61.36454545454546,177.83324860000005
128.6789,69.48146,58.49040909090908,176.4829084
124.4062,68.62764,56.54827272727273,174.31420559999998
140.026,68.36275,63.64818181818182,173.641385
117.51899999999999,68.39028,53.41772727272727,173.71131119999998
143.8737,68.77413,65.39713636363636,174.68629019999997
141.1703,69.9236,64.16831818181818,177.605944
155.9414,71.55542,70.88245454545455,181.7507668
134.0093,68.44764,60.91331818181818,173.85700559999998
130.0975,66.71398,59.13522727272726,169.45350919999998
106.2265,66.68413000000001,48.28477272727272,169.3776902
112.0489,67.93699000000001,50.93131818181818,172.5599546
136.1884,68.89855,61.90381818181818,175.002317
131.236,67.29191,59.65272727272726,170.9214514
131.3231,69.57212,59.69231818181818,176.71318480000002
119.5261,67.67479,54.33004545454545,171.8939666
116.9965,69.04155,53.18022727272727,175.36553700000005
138.5255,67.96765,62.96613636363636,172.637831
109.6518,65.83981999999999,49.84172727272727,167.23314280000002
130.1569,65.77288,59.16222727272727,167.06311519999997
137.1114,71.14106,62.32336363636363,180.6982924
113.759,67.83055,51.70863636363636,172.289597
114.9725,65.0693,52.26022727272726,165.27602199999998
127.7149,69.70745,58.05222727272727,177.05692299999995
121.9972,69.92983000000001,55.45327272727273,177.6217682
117.9607,66.11569,53.6185,167.9338526
127.7141,68.61364,58.05186363636364,174.2786456
117.9619,68.9976,53.61904545454545,175.253904
125.1554,66.79171,56.88881818181818,169.65094340000002
141.1026,68.02363000000001,64.13754545454545,172.7800202
145.4822,69.67258000000001,66.12827272727273,176.9683532
116.065,71.82178,52.75681818181818,182.4273212
135.7458,72.74676,61.70263636363636,184.7767704
132.9248,67.27951,60.42036363636363,170.88995540000005
115.6622,67.41015,52.57372727272727,171.221781
114.3184,68.5315,51.96290909090909,174.07001
148.952,68.47126,67.70545454545454,173.9170004
142.1878,68.51867,64.63081818181819,174.0374218
134.10399999999998,63.72529,60.95636363636364,161.86223660000005
141.8926,67.70483,64.49663636363636,171.9702682
138.7444,69.47115,63.06563636363637,176.456721
134.44899999999998,66.70198,61.11318181818182,169.42302920000003
117.0167,65.23125999999999,53.18940909090909,165.68740040000003
115.6752,69.89473000000001,52.57963636363636,177.53261419999995
134.7905,69.83048000000001,61.26840909090909,177.36941919999995
120.5746,65.3979,54.80663636363636,166.11066599999998
120.0835,68.32214,54.58340909090909,173.53823559999998
84.3598,65.93895,38.345363636363636,167.484933
138.9394,70.09805,63.15427272727273,178.049047
143.5245,66.05530999999999,65.23840909090909,167.78048740000003
123.1347,68.23481,55.97031818181817,173.3164174
115.5261,65.21758,52.51186363636363,165.6526532
120.9844,69.16173,54.99290909090908,175.67079420000005
120.6473,67.60064,54.83968181818182,171.70562560000002
124.0352,67.28621,56.37963636363636,170.90697340000003
117.2238,66.84323,53.28354545454545,169.78180419999998
127.9598,68.08281,58.16354545454545,172.93033739999996
116.7527,66.56991,53.06940909090909,169.08757139999997
121.9957,70.16973,55.4525909090909,178.2311142
123.9952,67.85113,56.36145454545454,172.3418702
108.855,66.62309,49.47954545454545,169.2226486
104.6574,63.688159999999996,47.57154545454545,161.76792640000005
132.248,68.0356,60.11272727272726,172.810424
127.1834,66.941,57.81063636363636,170.03014000000005
125.1209,66.26292,56.87313636363636,168.30781679999996
133.322,70.7301,60.60090909090909,179.65445400000002
122.3364,70.70844,55.60745454545454,179.5994376
130.2636,73.26872,59.21072727272727,186.10254880000002
116.7431,63.790209999999995,53.06504545454545,162.0271334
125.8534,67.84109000000001,57.2060909090909,172.31636859999998
100.62700000000001,67.78058,45.73954545454545,172.16267319999997
118.4945,67.23901,53.86113636363636,170.7870854
137.1255,66.75701,62.32977272727272,169.56280539999997
118.6991,69.03098,53.95413636363636,175.3386892
124.1641,68.52651999999999,56.43822727272727,174.05736080000003
124.9442,64.65419,56.79281818181818,164.2216426
126.3889,65.14295,57.4495,165.463093
121.5255,66.74124,55.23886363636363,169.52274960000003
133.2951,66.99923000000001,60.58868181818181,170.1780442
127.4072,70.26611,57.91236363636364,178.4759194
125.08,67.57666,56.85454545454545,171.64471640000005
102.8114,66.30582,46.73245454545454,168.41678280000002
134.2212,68.90701999999999,61.00963636363636,175.0238308
100.9758,65.60543,45.89809090909091,166.63779219999998
145.8886,68.00189,66.31299999999999,172.7248006
155.3046,69.93715,70.59299999999998,177.640361
138.7175,70.1459,63.05340909090909,178.17058600000001
116.2611,66.66364,52.84595454545454,169.3256456
120.6087,69.40675999999999,54.82213636363636,176.2931704
114.4083,66.80598,52.00377272727272,169.6871892
133.3406,67.70048,60.60936363636363,171.95921919999998
92.74955,69.13438000000001,42.15888636363636,175.6013252
131.7825,67.53769,59.90113636363636,171.54573259999998
118.3865,65.77911999999999,53.81204545454545,167.07896480000005
131.1466,66.25769,59.61209090909091,168.2945326
130.2033,67.39038000000001,59.18331818181818,171.17156519999997
129.1836,64.94327,58.71981818181818,164.9559058
143.1445,69.25699,65.06568181818182,175.9127546
138.7307,69.07739000000001,63.05940909090909,175.4565706
130.9528,69.64403,59.524,176.8958362
124.3032,69.07705,56.50145454545454,175.45570700000002
135.3702,68.01304,61.53190909090909,172.7531216
124.1988,68.85664,56.45399999999999,174.8958656
111.2389,63.19158,50.56313636363636,160.5066132
129.4037,65.57591,58.81986363636363,166.56281140000002
127.7444,69.12101,58.06563636363636,175.5673654
121.3311,69.78765,55.1505,177.26063100000002
118.2183,67.48203000000001,53.7355909090909,171.4043562
123.3441,69.08809000000001,56.06549999999999,175.48374859999996
151.9118,68.5529,69.05081818181817,174.12436599999995
115.3108,68.21327,52.414,173.26170580000002
122.3844,67.1012,55.62927272727272,170.437048
129.2323,71.23661,58.74195454545455,180.9409894
138.2824,69.11946,62.85563636363636,175.56342840000005
144.0565,65.49848,65.48022727272726,166.3661392
120.8482,66.58706,54.931000000000004,169.13113239999996
113.3034,67.99831,51.50154545454545,172.7157074
149.3227,72.57746999999999,67.87395454545454,184.3467738
130.6373,67.97585,59.38059090909091,172.658659
122.387,66.62347,55.63045454545454,169.2236138
133.8677,67.29574000000001,60.848954545454546,170.93117959999995
134.8336,65.95951,61.28799999999999,167.5371554
137.8363,66.54011,62.652863636363634,169.0118794
112.6812,68.07723,51.21872727272727,172.9161642
121.1964,65.83291,55.08927272727272,167.21559140000002
114.9262,69.23721,52.23918181818181,175.8625134
110.3762,64.69413,50.17099999999999,164.32309019999997
126.0337,69.21372,57.28804545454545,175.80284880000002
118.7008,67.16792,53.95490909090909,170.60651679999995
119.3108,67.8467,54.23218181818181,172.330618
150.7397,69.27389000000001,68.51804545454544,175.9556806
121.1142,67.90547,55.05190909090909,172.4798938
118.4065,67.07600000000001,53.82113636363636,170.37303999999997
142.759,70.01531,64.89045454545453,177.8388874
145.6305,70.05454,66.19568181818182,177.93853159999998
127.3425,70.86714,57.88295454545454,180.00253560000004
115.9678,66.0586,52.71263636363636,167.78884399999998
104.4441,65.23745,47.47459090909091,165.703123
138.4905,68.7413,62.95022727272727,174.602902
145.5049,69.51946,66.1385909090909,176.57942839999995
124.4065,70.30764,56.54840909090908,178.58140559999998
124.1866,67.29982,56.44845454545454,170.9415428
126.1659,67.60582,57.34813636363636,171.7187828
138.8125,67.85566,63.09659090909091,172.3533764
121.5515,66.46536,55.25068181818182,168.8220144
114.2555,68.92071,51.93431818181818,175.0586034
129.4022,68.46885999999999,58.81918181818181,173.91090440000005
137.5583,69.5193,62.5265,176.579022
134.4996,70.23956,61.13618181818181,178.4084824
127.7103,67.85651,58.05013636363636,172.3555354
115.6709,68.00435,52.57768181818182,172.731049
131.5906,67.13983,59.81390909090909,170.53516820000004
127.5839,68.09931,57.99268181818182,172.9722474
125.7211,68.99077,57.14595454545454,175.23655580000002
119.9885,69.32618000000001,54.54022727272727,176.08849719999995
140.8676,70.09286,64.03072727272728,178.0358644
136.9164,68.74304000000001,62.23472727272727,174.60732159999995
118.4759,64.18633,53.85268181818181,163.03327819999996
129.5516,66.09074,58.88709090909091,167.87047959999995
152.0714,69.24418,69.12336363636364,175.88021719999998
120.8646,69.66512,54.93845454545454,176.94940480000002
136.1027,68.42721,61.86486363636363,173.8051134
130.0611,68.28613,59.11868181818182,173.44677019999997
131.7743,69.37684,59.89740909090909,176.2171736
139.38,68.35315,63.35454545454545,173.617001
168.229,72.32489,76.46772727272727,183.7052206
127.6446,70.37159,58.02027272727272,178.7438386
131.8008,65.72927,59.90945454545454,166.95234580000002
122.8561,66.49627,55.84368181818181,168.90052580000003
140.2133,70.81339,63.73331818181818,179.86601059999998
142.6929,67.37579000000001,64.86040909090909,171.13450659999995
137.4299,67.79709,62.46813636363636,172.2046086
126.0392,68.1607,57.29054545454545,173.12817800000005
143.5985,68.85781999999999,65.27204545454545,174.89886280000005
122.62,67.71342,55.73636363636364,171.9920868
108.6044,64.66006999999999,49.36563636363636,164.23657780000005
100.6617,65.73721,45.75531818181818,166.97251340000003
116.1397,68.42441,52.79077272727272,173.79800139999998
140.5293,68.88946,63.87695454545455,174.9792284
125.6907,68.27367,57.13213636363636,173.41512179999995
134.3329,69.18045,61.06040909090908,175.71834299999998
136.4649,72.60996,62.02949999999999,184.42929840000002
127.8822,66.04157,58.12827272727272,167.74558779999995
123.1361,69.2288,55.97095454545454,175.84115200000005
116.3375,68.87697,52.88068181818181,174.94750380000002
124.5581,66.46042,56.61731818181818,168.8094668
125.7853,69.30444,57.17513636363636,176.0332776
107.5905,67.58249,48.90477272727273,171.65952460000003
143.0236,69.41816,65.01072727272727,176.3221264
118.7434,67.46866999999999,53.97427272727272,171.3704218
118.9856,66.44873,54.08436363636363,168.7797742
131.8744,68.76185,59.94290909090909,174.65509899999995
119.3691,63.768809999999995,54.25868181818181,161.97277739999998
126.1223,69.03663,57.32831818181818,175.35304019999998
126.6122,66.48966,57.551,168.8837364
113.5597,66.74224,51.61804545454545,169.52528959999995
115.8413,67.69394,52.65513636363636,171.9426076
130.2738,66.69066,59.215363636363634,169.3942764
125.4542,67.02877,57.02463636363636,170.25307579999995
117.1655,65.91096,53.25704545454545,167.4138384
137.3184,70.0304,62.41745454545454,177.877216
149.4447,69.26978000000001,67.92940909090909,175.94524119999997
151.0695,70.07695,68.66795454545455,177.995453
116.9994,64.90942,53.18154545454545,164.8699268
138.1787,69.68744000000001,62.80849999999999,177.0060976
127.62100000000001,67.56524,58.00954545454545,171.6157096
120.7514,63.855290000000004,54.887,162.19243659999995
144.2537,71.6189,65.56986363636364,181.91200600000002
105.7939,64.98993,48.08813636363636,165.0744222
120.1567,64.60759,54.61668181818182,164.10327859999998
109.0848,62.016659999999995,49.584,157.52231640000002
125.971,65.28516,57.25954545454545,165.8243064
110.2325,67.70163000000001,50.10568181818181,171.96214019999996
134.4706,70.85794,61.12299999999999,179.9791676
115.5067,68.17075,52.50304545454545,173.153705
125.1086,67.45006,56.86754545454545,171.3231524
116.4113,71.04224,52.91422727272727,180.44728960000003
133.3944,67.83032,60.63381818181817,172.2890128
108.7478,67.15488,49.43081818181818,170.57339520000005
134.3986,68.30289,61.09027272727272,173.48934060000005
131.2085,65.41208,59.64022727272726,166.14668319999998
130.8318,68.66755,59.46899999999999,174.415577
127.0838,70.06733,57.76536363636363,177.97101819999997
119.4067,69.13413,54.275772727272724,175.60069019999997
105.5616,67.02078,47.98254545454545,170.2327812
134.4733,65.52274,61.12422727272727,166.4277596
132.6897,70.19808,60.31349999999999,178.30312320000004
126.05799999999999,67.66866,57.29909090909091,171.8783964
126.3532,69.73257,57.43327272727272,177.12072780000003
142.3603,67.61719000000001,64.70922727272726,171.74766259999996
124.5873,70.79589,56.6305909090909,179.8215606
122.3604,69.65804,55.61836363636363,176.9314216
123.2298,66.73277,56.01354545454545,169.50123580000005
131.4049,67.58008000000001,59.7295,171.6534032
124.3037,65.25317,56.50168181818182,165.74305180000002
128.3836,70.71387,58.35618181818182,179.61322980000003
136.85299999999998,71.27374,62.20590909090909,181.0352996
118.0569,66.55913000000001,53.66222727272726,169.06019019999997
121.4969,68.04247,55.22586363636363,172.82787380000002
119.2811,68.11699,54.21868181818181,173.0171546
126.5545,71.2367,57.52477272727273,180.941218
129.2477,66.92387,58.74895454545455,169.98662979999997
134.7804,71.10381,61.26381818181817,180.6036774
146.0725,69.41466,66.3965909090909,176.3132364
162.4109,69.16807,73.82313636363634,175.68689780000003
130.1885,68.57725,59.1765909090909,174.18621500000003
132.1941,69.60315,60.08822727272727,176.792001
127.4591,69.05086999999999,57.93595454545454,175.38920980000003
125.3466,68.28699,56.97572727272727,173.44895459999998
134.7559,69.25276,61.25268181818181,175.9020104
121.9395,68.23862,55.42704545454545,173.32609480000002
125.6688,67.6868,57.12218181818182,171.924472
145.95600000000002,68.84083000000001,66.34363636363635,174.85570819999995
119.9207,69.52060999999999,54.50940909090909,176.58234940000003
111.5093,66.97668,50.68604545454545,170.12076720000005
138.67600000000002,72.0053,63.03454545454544,182.89346200000003
135.0151,67.44481999999999,61.37049999999999,171.3098428
116.509,66.06214,52.95863636363636,167.79783559999998
123.9575,65.5747,56.34431818181818,166.55973799999998
136.952,68.30171,62.25090909090908,173.4863434
153.0797,71.02603,69.58168181818182,180.40611619999999
126.35700000000001,70.76881999999999,57.435,179.7528028
145.0614,67.50811999999999,65.937,171.47062480000002
135.1739,69.50936,61.44268181818182,176.5537744
108.806,66.4455,49.45727272727272,168.77157
110.5155,68.5689,50.23431818181818,174.165006
138.2685,67.01295999999999,62.84931818181817,170.2129184
119.5111,68.70004,54.32322727272727,174.49810159999998
115.3214,68.23013,52.41881818181818,173.30453020000004
132.3684,70.40713000000001,60.16745454545455,178.8341102
93.99438,65.69989,42.72471818181818,166.8777206
127.4051,65.7031,57.91140909090909,166.88587400000003
134.3024,68.48055,61.04654545454545,173.940597
124.9721,66.62891,56.8055,169.23743140000005
124.072,66.84285,56.39636363636363,169.780839
133.5476,69.89734,60.703454545454534,177.5392436
134.1509,67.6543,60.97768181818181,171.841922
130.2489,68.30917,59.204045454545444,173.50529179999995
138.0935,69.74848,62.76977272727272,177.1611392
126.6064,68.57906,57.54836363636363,174.1908124
131.8076,68.14477,59.91254545454545,173.08771579999996
131.7363,67.98093,59.88013636363636,172.6715622
117.6261,64.82535,53.46640909090908,164.656389
126.1943,69.20785,57.36104545454545,175.787939
127.5132,69.2656,57.96054545454545,175.93462399999999
142.4785,70.9403,64.76295454545453,180.188362
139.444,69.07826,63.38363636363636,175.4587804
110.3204,66.20183,50.14563636363636,168.15264820000004
131.9541,71.05779,59.97913636363637,180.4867866
129.2037,68.99493000000001,58.72895454545454,175.24712219999998
124.3513,70.96089,56.52331818181818,180.24066059999998
126.5251,66.02496,57.51140909090908,167.70339840000003
149.2303,69.8641,67.83195454545454,177.454814
142.1577,66.82802,64.61713636363636,169.7431708
127.1436,69.09424,57.79254545454546,175.4993696
122.3353,66.81425,55.60695454545454,169.70819500000005
112.6659,67.13183000000001,51.211772727272724,170.5148482
134.2647,64.57428,61.02940909090909,164.01867119999997
120.6936,68.68038,54.86072727272727,174.44816519999998
115.78299999999999,67.53724,52.62863636363636,171.5445896
128.6855,71.17732,58.49340909090908,180.7903928
134.7611,70.53514,61.25504545454545,179.1592556
118.3419,71.53411,53.79177272727272,181.6966394
106.1557,66.77301,48.2525909090909,169.60344540000003
126.3823,66.33636,57.44649999999999,168.4943544
114.3716,64.83095,51.9870909090909,164.670613
130.2787,68.38247,59.2175909090909,173.69147379999995
123.3066,68.05038,56.04845454545454,172.84796519999998
122.8571,69.09149000000001,55.84413636363636,175.49238459999995
125.6932,69.91046,57.13327272727273,177.57256840000002
111.7247,68.40737,50.78395454545454,173.7547198
125.5516,68.32559,57.06890909090908,173.54699860000005
119.9702,66.95555,54.53190909090909,170.06709700000005
132.6043,70.54816,60.27468181818181,179.19232639999996
132.6738,69.37805,60.30627272727272,176.220247
117.4521,67.52011999999999,53.38731818181818,171.5011048
101.8549,64.87142,46.29768181818182,164.77340680000003
128.4418,69.13396,58.38263636363636,175.6002584
134.0414,68.81192,60.92790909090909,174.7822768
127.7511,67.56446,58.06868181818181,171.6137284
127.6172,68.16771999999999,58.00781818181817,173.14600880000003
139.3971,65.80686999999999,63.36231818181818,167.1494498
113.9381,64.92276,51.79004545454546,164.9038104
147.5188,68.35584,67.05399999999999,173.62383359999998
132.6523,66.71546,60.2965,169.45726839999998
132.8139,69.18196,60.36995454545453,175.72217840000005
105.0942,65.88795,47.770090909090904,167.35539300000005
127.5187,66.03733000000001,57.96304545454545,167.73481819999998
130.7305,69.44194,59.42295454545454,176.38252759999997
128.5815,67.14846999999999,58.44613636363636,170.55711380000002
122.5699,65.69442,55.713590909090904,166.86382680000003
157.2961,69.42723000000001,71.49822727272728,176.3451642
121.1097,66.54503000000001,55.04986363636363,169.02437619999998
147.5061,69.04469,67.04822727272727,175.3735126
117.493,67.62035999999999,53.40590909090909,171.75571440000004
132.4472,69.59105,60.20327272727273,176.761267
118.1774,68.12343,53.717,173.0335122
123.7319,71.22641,56.24177272727272,180.9150814
130.365,66.43285,59.25681818181818,168.73943899999998
122.8882,66.31808000000001,55.85827272727272,168.4479232
107.8693,68.02724,49.0315,172.7891896
118.59100000000001,68.2876,53.905,173.450504
125.6467,66.91609,57.11213636363636,169.9668686
148.6016,71.77546,67.54618181818181,182.30966840000002
150.279,66.04535,68.30863636363635,167.755189
127.0678,69.01455,57.75809090909091,175.29695700000002
128.7122,68.70744,58.50554545454545,174.51689760000005
118.4233,65.012,53.82877272727272,165.13048
125.3879,66.05856999999999,56.9945,167.78876780000004
149.2676,71.16403000000001,67.84890909090907,180.7566362
107.3484,67.55274,48.79472727272727,171.5839596
